GEO CODE,STATE,JURISDICTION NAME,PPRN FY2012
209047,KS,Edwards County,"$9,569 "
209049,KS,Elk County,"$10,922 "
209051,KS,Ellis County,"$51,513 "
209053,KS,Ellsworth County,"$15,265 "
209055,KS,Finney County,"$143,697 "
209057,KS,Ford County,"$103,810 "
209059,KS,Franklin County,"$43,002 "
209061,KS,Geary County,"$67,551 "
209063,KS,Gove County,"$6,155 "
209065,KS,Graham County,"$6,707 "
209067,KS,Grant County,"$20,686 "
209069,KS,Gray County,"$11,614 "
209071,KS,Greeley County,"$3,465 "
209073,KS,Greenwood County,"$20,574 "
209075,KS,Hamilton County,"$7,097 "
209077,KS,Harper County,"$18,141 "
209079,KS,Harvey County,"$48,942 "
209081,KS,Haskell County,"$11,445 "
209083,KS,Hodgeman County,"$4,503 "
209085,KS,Jackson County,"$23,219 "
209087,KS,Jefferson County,"$27,382 "
209089,KS,Jewell County,"$13,230 "
209091,KS,Johnson County,"$211,463 "
209093,KS,Kearny County,"$11,199 "
209095,KS,Kingman County,"$19,927 "
209097,KS,Kiowa County,"$7,385 "
209099,KS,Labette County,"$53,310 "
209101,KS,Lane County,"$4,253 "
209103,KS,Leavenworth County,"$35,916 "
209105,KS,Lincoln County,"$11,155 "
209107,KS,Linn County,"$19,439 "
209109,KS,Logan County,"$5,151 "
209111,KS,Lyon County,"$90,436 "
209113,KS,McPherson County,"$47,736 "
209115,KS,Marion County,"$28,289 "
209117,KS,Marshall County,"$28,480 "
209119,KS,Meade County,"$8,815 "
209121,KS,Miami County,"$38,730 "
209123,KS,Mitchell County,"$17,373 "
209125,KS,Montgomery County,"$92,634 "
209127,KS,Morris County,"$15,173 "
209129,KS,Morton County,"$7,307 "
209131,KS,Nemaha County,"$23,943 "
209133,KS,Neosho County,"$39,043 "
209135,KS,Ness County,"$7,975 "
209137,KS,Norton County,"$13,916 "
209139,KS,Osage County,"$28,963 "
209141,KS,Osborne County,"$13,365 "
209143,KS,Ottawa County,"$14,057 "
209145,KS,Pawnee County,"$16,067 "
209147,KS,Phillips County,"$14,976 "
209149,KS,Pottawatomie County,"$35,148 "
209151,KS,Pratt County,"$20,784 "
209153,KS,Rawlins County,"$8,850 "
209155,KS,Reno County,"$123,787 "
209157,KS,Republic County,"$17,010 "
209159,KS,Rice County,"$23,743 "
209161,KS,Riley County,"$29,477 "
209163,KS,Rooks County,"$12,633 "
209165,KS,Rush County,"$10,012 "
209167,KS,Russell County,"$18,128 "
209169,KS,Saline County,"$93,676 "
209171,KS,Scott County,"$6,519 "
209173,KS,Sedgwick County,"$145,577 "
209175,KS,Seward County,"$87,823 "
209177,KS,Shawnee County,"$43,760 "
209179,KS,Sheridan County,"$6,838 "
209181,KS,Sherman County,"$14,316 "
209183,KS,Smith County,"$13,165 "
209185,KS,Stafford County,"$13,164 "
209187,KS,Stanton County,"$6,399 "
209189,KS,Stevens County,"$14,055 "
209191,KS,Sumner County,"$48,787 "
209193,KS,Thomas County,"$13,553 "
209195,KS,Trego County,"$7,187 "
209197,KS,Wabaunsee County,"$14,912 "
209199,KS,Wallace County,"$3,927 "
209201,KS,Washington County,"$18,574 "
209203,KS,Wichita County,"$6,442 "
209205,KS,Wilson County,"$24,154 "
209207,KS,Woodson County,"$10,707 "
209209,KS,Wyandotte County,"$19,818 "
210048,KY,ASHLAND,"$123,875 "
210210,KY,BOWLING GREEN,"$101,433 "
210534,KY,COVINGTON,"$799,714 "
210696,KY,ELIZABETHTOWN,"$28,591 "
211032,KY,HENDERSON,"$45,522 "
211086,KY,HOPKINSVILLE,"$51,680 "
211314,KY,LEXINGTON-FAYETTE,"$1,018,537 "
211374,KY,LOUISVILLE-CDBG,"$5,763,871 "
211680,KY,OWENSBORO,"$98,010 "
219001,KY,Adair County,"$34,195 "
219003,KY,Allen County,"$30,040 "
219005,KY,Anderson County,"$23,968 "
219007,KY,Ballard County,"$12,599 "
219009,KY,Barren County,"$63,990 "
219011,KY,Bath County,"$20,930 "
219013,KY,Bell County,"$66,375 "
219015,KY,Boone County,"$91,923 "
219017,KY,Bourbon County,"$45,825 "
219019,KY,Boyd County,"$34,542 "
219021,KY,Boyle County,"$42,395 "
219023,KY,Bracken County,"$24,342 "
219025,KY,Breathitt County,"$38,987 "
219027,KY,Breckinridge County,"$30,497 "
219029,KY,Bullitt County,"$70,265 "
219031,KY,Butler County,"$21,020 "
219033,KY,Caldwell County,"$23,104 "
219035,KY,Calloway County,"$47,700 "
219037,KY,Campbell County,"$234,824 "
219039,KY,Carlisle County,"$10,759 "
219041,KY,Carroll County,"$20,765 "
219043,KY,Carter County,"$48,654 "
219045,KY,Casey County,"$32,106 "
219047,KY,Christian County,"$69,534 "
219049,KY,Clark County,"$52,227 "
219051,KY,Clay County,"$67,776 "
219053,KY,Clinton County,"$17,873 "
219055,KY,Crittenden County,"$17,650 "
219057,KY,Cumberland County,"$14,840 "
219059,KY,Daviess County,"$42,988 "
219061,KY,Edmonson County,"$19,769 "
219063,KY,Elliott County,"$15,683 "
219065,KY,Estill County,"$32,760 "
219069,KY,Fleming County,"$31,894 "
219071,KY,Floyd County,"$91,494 "
219073,KY,Franklin County,"$67,999 "
219075,KY,Fulton County,"$19,044 "
219077,KY,Gallatin County,"$11,675 "
219079,KY,Garrard County,"$26,313 "
219081,KY,Grant County,"$35,507 "
219083,KY,Graves County,"$62,707 "
219085,KY,Grayson County,"$38,773 "
219087,KY,Green County,"$21,364 "
219089,KY,Greenup County,"$52,465 "
219091,KY,Hancock County,"$11,686 "
219093,KY,Hardin County,"$99,062 "
219095,KY,Harlan County,"$80,934 "
219097,KY,Harrison County,"$42,167 "
219099,KY,Hart County,"$37,071 "
219101,KY,Henderson County,"$21,511 "
219103,KY,Henry County,"$28,940 "
219105,KY,Hickman County,"$10,995 "
219107,KY,Hopkins County,"$79,366 "
219109,KY,Jackson County,"$32,196 "
219113,KY,Jessamine County,"$51,864 "
219115,KY,Johnson County,"$45,160 "
219117,KY,Kenton County,"$131,145 "
219119,KY,Knott County,"$39,691 "
219121,KY,Knox County,"$81,330 "
219123,KY,Larue County,"$20,581 "
219125,KY,Laurel County,"$95,763 "
219127,KY,Lawrence County,"$37,468 "
219129,KY,Lee County,"$16,496 "
219131,KY,Leslie County,"$30,245 "
219133,KY,Letcher County,"$55,484 "
219135,KY,Lewis County,"$29,445 "
219137,KY,Lincoln County,"$45,357 "
219139,KY,Livingston County,"$13,563 "
219141,KY,Logan County,"$49,520 "
219143,KY,Lyon County,"$8,916 "
219145,KY,McCracken County,"$103,709 "
219147,KY,McCreary County,"$45,303 "
219149,KY,McLean County,"$18,237 "
219151,KY,Madison County,"$98,540 "
219153,KY,Magoffin County,"$34,338 "
219155,KY,Marion County,"$33,700 "
219157,KY,Marshall County,"$31,992 "
219159,KY,Martin County,"$31,551 "
219161,KY,Mason County,"$48,729 "
219163,KY,Meade County,"$41,831 "
219165,KY,Menifee County,"$13,858 "
219167,KY,Mercer County,"$36,386 "
219169,KY,Metcalfe County,"$20,783 "
219171,KY,Monroe County,"$24,865 "
219173,KY,Montgomery County,"$35,306 "
219175,KY,Morgan County,"$27,815 "
219177,KY,Muhlenberg County,"$54,657 "
219179,KY,Nelson County,"$54,424 "
219181,KY,Nicholas County,"$18,695 "
219183,KY,Ohio County,"$39,864 "
219185,KY,Oldham County,"$36,167 "
219187,KY,Owen County,"$21,027 "
219189,KY,Owsley County,"$13,661 "
219191,KY,Pendleton County,"$26,078 "
219193,KY,Perry County,"$62,660 "
219195,KY,Pike County,"$125,671 "
219197,KY,Powell County,"$28,586 "
219199,KY,Pulaski County,"$92,616 "
219201,KY,Robertson County,"$7,355 "
219203,KY,Rockcastle County,"$31,059 "
219205,KY,Rowan County,"$35,505 "
219207,KY,Russell County,"$36,455 "
219209,KY,Scott County,"$46,973 "
219211,KY,Shelby County,"$48,035 "
219213,KY,Simpson County,"$27,893 "
219215,KY,Spencer County,"$15,549 "
219217,KY,Taylor County,"$37,350 "
219219,KY,Todd County,"$23,738 "
219221,KY,Trigg County,"$16,451 "
219223,KY,Trimble County,"$13,295 "
219225,KY,Union County,"$28,181 "
219227,KY,Warren County,"$50,818 "
219229,KY,Washington County,"$23,241 "
219231,KY,Wayne County,"$45,116 "
219233,KY,Webster County,"$31,607 "
219235,KY,Whitley County,"$77,365 "
219237,KY,Wolfe County,"$18,272 "
219239,KY,Woodford County,"$33,026 "
220030,LA,ALEXANDRIA,"$118,944 "
220126,LA,BATON ROUGE,"$2,006,568 "
220192,LA,BOSSIER CITY,"$94,826 "
220828,LA,HOUMA-TERREBONNE,"$220,154 "
220924,LA,KENNER,"$119,973 "
220954,LA,LAFAYETTE,"$791,454 "
220978,LA,LAKE CHARLES,"$155,014 "
221206,LA,MONROE,"$156,252 "
221296,LA,NEW ORLEANS,"$7,976,296 "
221650,LA,SHREVEPORT,"$1,255,083 "
221698,LA,SLIDELL,"$35,407 "
221794,LA,THIBODAUX,"$38,445 "
229001,LA,Acadia Parish,"$161,592 "
229003,LA,Allen Parish,"$53,792 "
229005,LA,Ascension Parish,"$153,832 "
229007,LA,Assumption Parish,"$57,670 "
229009,LA,Avoyelles Parish,"$107,070 "
229011,LA,Beauregard Parish,"$73,564 "
229013,LA,Bienville Parish,"$44,215 "
229015,LA,Bossier Parish,"$66,992 "
229017,LA,Caddo Parish,"$98,326 "
229019,LA,Calcasieu Parish,"$193,634 "
229021,LA,Caldwell Parish,"$25,269 "
229023,LA,Cameron Parish,"$19,553 "
229025,LA,Catahoula Parish,"$27,398 "
229027,LA,Claiborne Parish,"$51,704 "
229029,LA,Concordia Parish,"$51,411 "
229031,LA,De Soto Parish,"$66,194 "
229033,LA,East Baton Rouge Parish,"$59,434 "
229035,LA,East Carroll Parish,"$29,808 "
229037,LA,East Feliciana Parish,"$48,910 "
229039,LA,Evangeline Parish,"$106,295 "
229041,LA,Franklin Parish,"$55,111 "
229043,LA,Grant Parish,"$45,467 "
229045,LA,Iberia Parish,"$189,094 "
229047,LA,Iberville Parish,"$95,930 "
229049,LA,Jackson Parish,"$41,344 "
229051,LA,JEFFERSON PARISH,"$1,729,548 "
229053,LA,Jefferson Davis Parish,"$96,067 "
229055,LA,Lafayette Parish,"$56,158 "
229057,LA,Lafourche Parish,"$154,219 "
229059,LA,La Salle Parish,"$30,341 "
229061,LA,Lincoln Parish,"$92,984 "
229063,LA,Livingston Parish,"$160,917 "
229065,LA,Madison Parish,"$40,944 "
229067,LA,Morehouse Parish,"$77,183 "
229069,LA,Natchitoches Parish,"$106,573 "
229073,LA,Ouachita Parish,"$165,251 "
229075,LA,Plaquemines Parish,"$54,415 "
229077,LA,Pointe Coupee Parish,"$62,943 "
229079,LA,Rapides Parish,"$153,236 "
229081,LA,Red River Parish,"$26,139 "
229083,LA,Richland Parish,"$55,508 "
229085,LA,Sabine Parish,"$53,857 "
229087,LA,St. Bernard Parish,"$99,732 "
229089,LA,St. Charles Parish,"$76,519 "
229091,LA,St. Helena Parish,"$28,767 "
229093,LA,St. James Parish,"$48,490 "
229095,LA,St. John the Baptist Par,"$88,086 "
229097,LA,St. Landry Parish,"$249,753 "
229099,LA,St. Martin Parish,"$117,526 "
229101,LA,St. Mary Parish,"$148,955 "
229103,LA,St. Tammany Parish,"$197,961 "
229105,LA,Tangipahoa Parish,"$236,116 "
229107,LA,Tensas Parish,"$23,398 "
229111,LA,Union Parish,"$53,370 "
229113,LA,Vermilion Parish,"$156,605 "
229115,LA,Vernon Parish,"$88,085 "
229117,LA,Washington Parish,"$127,456 "
229119,LA,Webster Parish,"$96,897 "
229121,LA,West Baton Rouge Parish,"$46,360 "
229123,LA,West Carroll Parish,"$27,171 "
229125,LA,West Feliciana Parish,"$27,464 "
229127,LA,Winn Parish,"$37,796 "
230120,ME,AUBURN,"$115,020 "
230162,ME,BANGOR,"$185,752 "
230252,ME,BIDDEFORD,"$87,778 "
231602,ME,LEWISTON,"$187,929 "
232484,ME,PORTLAND CITY,"$1,037,845 "
239001,ME,Androscoggin County,"$97,620 "
239003,ME,Aroostook County,"$196,767 "
239005,ME,Cumberland County,"$306,071 "
239007,ME,Franklin County,"$84,699 "
239009,ME,Hancock County,"$143,122 "
239011,ME,Kennebec County,"$279,093 "
239013,ME,Knox County,"$115,528 "
239015,ME,Lincoln County,"$95,887 "
239017,ME,Oxford County,"$149,139 "
239019,ME,Penobscot County,"$288,039 "
239021,ME,Piscataquis County,"$59,439 "
239023,ME,Sagadahoc County,"$77,026 "
239025,ME,Somerset County,"$148,923 "
239027,ME,Waldo County,"$106,359 "
239029,ME,Washington County,"$115,339 "
239031,ME,York County,"$322,159 "
240036,MD,ANNAPOLIS,"$61,544 "
240066,MD,BALTIMORE,"$11,252,297 "
240156,MD,BOWIE CITY,"$29,031 "
240378,MD,CUMBERLAND,"$179,329 "
240552,MD,FREDERICK,"$69,737 "
240582,MD,GAITHERSBURG,"$80,780 "
240660,MD,HAGERSTOWN,"$166,365 "
241278,MD,SALISBURY,"$54,253 "
249001,MD,Allegany County,"$110,448 "
249003,MD,ANNE ARUNDEL COUNTY,"$1,015,796 "
249005,MD,BALTIMORE COUNTY,"$2,004,406 "
249009,MD,Calvert County,"$69,572 "
249011,MD,Caroline County,"$51,467 "
249013,MD,Carroll County,"$144,495 "
249015,MD,Cecil County,"$107,083 "
249017,MD,Charles County,"$138,076 "
249019,MD,Dorchester County,"$63,011 "
249021,MD,Frederick County,"$136,768 "
249023,MD,Garrett County,"$52,669 "
249025,MD,Harford County,"$187,953 "
249027,MD,Howard County,"$210,433 "
249029,MD,Kent County,"$40,083 "
249031,MD,MONTGOMERY COUNTY,"$2,493,918 "
249033,MD,PRINCE GEORGES COUNTY,"$2,918,527 "
249035,MD,Queen Anne's County,"$46,226 "
249037,MD,St. Mary's County,"$123,300 "
249039,MD,Somerset County,"$49,974 "
249041,MD,Talbot County,"$53,913 "
249043,MD,Washington County,"$118,188 "
249045,MD,Wicomico County,"$80,941 "
249047,MD,Worcester County,"$68,864 "
250078,MA,ARLINGTON,"$232,656 "
250126,MA,ATTLEBORO,"$83,962 "
250168,MA,BARNSTABLE,"$63,162 "
250282,MA,BOSTON,"$9,357,585 "
250354,MA,BROCKTON,"$274,747 "
250372,MA,BROOKLINE,"$291,298 "
250396,MA,CAMBRIDGE,"$1,496,077 "
250486,MA,CHICOPEE,"$230,460 "
250744,MA,FALL RIVER,"$1,466,338 "
250774,MA,FITCHBURG,"$205,519 "
250804,MA,FRAMINGHAM,"$95,863 "
250858,MA,GLOUCESTER,"$143,953 "
251020,MA,HAVERHILL,"$189,857 "
251074,MA,HOLYOKE,"$240,054 "
251194,MA,LAWRENCE,"$846,865 "
251236,MA,LEOMINSTER,"$91,900 "
251284,MA,LOWELL,"$1,162,043 "
251302,MA,LYNN,"$1,230,434 "
251314,MA,MALDEN,"$279,151 "
251410,MA,MEDFORD,"$849,873 "
251614,MA,NEW BEDFORD,"$1,466,045 "
251650,MA,NEWTON,"$1,084,413 "
251674,MA,NORTHAMPTON,"$136,049 "
251884,MA,PEABODY CITY,"$83,195 "
251938,MA,PITTSFIELD,"$271,411 "
251962,MA,PLYMOUTH TOWN,"$71,001 "
251992,MA,QUINCY,"$1,012,492 "
252028,MA,REVERE CITY,"$151,378 "
252118,MA,SALEM,"$206,587 "
252250,MA,SOMERVILLE,"$1,382,875 "
252340,MA,SPRINGFIELD,"$1,988,445 "
252418,MA,TAUNTON,"$162,957 "
252544,MA,WALTHAM,"$191,418 "
252700,MA,WESTFIELD,"$80,169 "
252784,MA,WEYMOUTH,"$147,420 "
252880,MA,WORCESTER,"$2,214,801 "
252904,MA,YARMOUTH,"$24,715 "
259001,MA,Barnstable County,"$265,598 "
259003,MA,Berkshire County,"$237,910 "
259005,MA,Bristol County,"$350,055 "
259007,MA,Dukes County,"$40,007 "
259009,MA,Essex County,"$696,966 "
259011,MA,Franklin County,"$190,210 "
259013,MA,Hampden County,"$315,342 "
259015,MA,Hampshire County,"$287,503 "
259017,MA,Middlesex County,"$188,735 "
259017-1,MA,Middlesex County,"$503,293 "
259019,MA,Nantucket County,"$28,264 "
259021,MA,Norfolk County,"$624,852 "
259023,MA,Plymouth County,"$499,748 "
259025,MA,Suffolk County,"$344,917 "
259027,MA,Worcester County,"$899,493 "
260432,MI,BATTLE CREEK,"$236,030 "
260444,MI,BAY CITY,"$260,128 "
260570,MI,BENTON HARBOR,"$83,480 "
261074,MI,CANTON TWP,"$61,885 "
261410,MI,CLINTON TWP,"$92,648 "
261638,MI,DEARBORN,"$1,088,296 "
261644,MI,DEARBORN HEIGHTS,"$204,457 "
261698,MI,DETROIT,"$17,933,283 "
261848,MI,EAST LANSING,"$106,540 "
262096,MI,FARMINGTON HILLS,"$65,499 "
262172,MI,FLINT,"$2,110,692 "
262544,MI,GRAND RAPIDS,"$1,970,365 "
262940,MI,HOLLAND,"$64,500 "
263174,MI,JACKSON,"$251,644 "
263222,MI,KALAMAZOO,"$895,760 "
263456,MI,LANSING,"$1,079,025 "
263588,MI,LINCOLN PARK,"$157,257 "
263648,MI,LIVONIA,"$65,272 "
264086,MI,MIDLAND,"$43,384 "
264164,MI,MONROE,"$96,339 "
264296,MI,MUSKEGON,"$180,666 "
264302,MI,MUSKEGON HTS,"$83,428 "
264386,MI,NILES,"$60,969 "
264452,MI,NORTON SHORES,"$25,644 "
264962,MI,PONTIAC,"$757,420 "
264974,MI,PORTAGE,"$38,113 "
265010,MI,PORT HURON,"$157,180 "
265148,MI,REDFORD,"$184,751 "
265286,MI,ROSEVILLE,"$106,252 "
265304,MI,ROYAL OAK,"$246,546 "
265340,MI,SAGINAW,"$1,216,650 "
265370,MI,ST CLAIR SHORES,"$170,948 "
265664,MI,SOUTHFIELD,"$90,404 "
265814,MI,STERLING HEIGHTS,"$119,934 "
265934,MI,TAYLOR,"$87,763 "
266252,MI,WARREN,"$151,121 "
266267,MI,WATERFORD TOWNSHIP,"$63,935 "
266378,MI,WESTLAND,"$212,751 "
266624,MI,WYOMING,"$83,291 "
269001,MI,Alcona County,"$23,224 "
269003,MI,Alger County,"$18,955 "
269005,MI,Allegan County,"$154,097 "
269007,MI,Alpena County,"$54,480 "
269009,MI,Antrim County,"$41,904 "
269011,MI,Arenac County,"$35,454 "
269013,MI,Baraga County,"$19,386 "
269015,MI,Barry County,"$82,120 "
269017,MI,Bay County,"$96,081 "
269019,MI,Benzie County,"$30,727 "
269021,MI,Berrien County,"$250,152 "
269023,MI,Branch County,"$88,843 "
269025,MI,Calhoun County,"$143,606 "
269027,MI,Cass County,"$88,046 "
269029,MI,Charlevoix County,"$47,624 "
269031,MI,Cheboygan County,"$51,409 "
269033,MI,Chippewa County,"$68,700 "
269035,MI,Clare County,"$78,134 "
269037,MI,Clinton County,"$89,522 "
269039,MI,Crawford County,"$29,826 "
269041,MI,Delta County,"$81,106 "
269043,MI,Dickinson County,"$62,384 "
269045,MI,Eaton County,"$131,995 "
269047,MI,Emmet County,"$57,675 "
269049,MI,GENESEE COUNTY,"$853,236 "
269051,MI,Gladwin County,"$56,741 "
269053,MI,Gogebic County,"$58,935 "
269055,MI,Grand Traverse County,"$104,162 "
269057,MI,Gratiot County,"$78,242 "
269059,MI,Hillsdale County,"$92,540 "
269061,MI,Houghton County,"$119,052 "
269063,MI,Huron County,"$75,049 "
269065,MI,Ingham County,"$156,254 "
269067,MI,Ionia County,"$108,065 "
269069,MI,Iosco County,"$53,902 "
269071,MI,Iron County,"$36,825 "
269073,MI,Isabella County,"$168,481 "
269075,MI,Jackson County,"$150,074 "
269077,MI,Kalamazoo County,"$169,179 "
269079,MI,Kalkaska County,"$33,125 "
269081,MI,Kent County,"$278,123 "
269083,MI,Keweenaw County,"$11,650 "
269085,MI,Lake County,"$29,193 "
269087,MI,Lapeer County,"$112,727 "
269089,MI,Leelanau County,"$34,248 "
269091,MI,Lenawee County,"$173,454 "
269093,MI,Livingston County,"$158,337 "
269095,MI,Luce County,"$14,251 "
269097,MI,Mackinac County,"$25,556 "
269099,MI,Macomb County,"$296,832 "
269101,MI,Manistee County,"$57,881 "
269103,MI,Marquette County,"$132,030 "
269105,MI,Mason County,"$60,090 "
269107,MI,Mecosta County,"$88,873 "
269109,MI,Menominee County,"$58,805 "
269111,MI,Midland County,"$62,161 "
269113,MI,Missaukee County,"$26,483 "
269115,MI,Monroe County,"$157,469 "
269117,MI,Montcalm County,"$112,826 "
269119,MI,Montmorency County,"$19,258 "
269121,MI,Muskegon County,"$132,005 "
269123,MI,Newaygo County,"$101,911 "
269125,MI,OAKLAND COUNTY,"$1,874,167 "
269127,MI,Oceana County,"$68,045 "
269129,MI,Ogemaw County,"$47,330 "
269131,MI,Ontonagon County,"$22,159 "
269133,MI,Osceola County,"$47,673 "
269135,MI,Oscoda County,"$21,864 "
269137,MI,Otsego County,"$32,081 "
269139,MI,Ottawa County,"$267,671 "
269141,MI,Presque Isle County,"$29,148 "
269143,MI,Roscommon County,"$50,175 "
269145,MI,Saginaw County,"$214,214 "
269147,MI,St. Clair County,"$158,807 "
269149,MI,St. Joseph County,"$121,704 "
269151,MI,Sanilac County,"$87,893 "
269153,MI,Schoolcraft County,"$19,801 "
269155,MI,Shiawassee County,"$127,144 "
269157,MI,Tuscola County,"$95,010 "
269159,MI,Van Buren County,"$153,546 "
269161,MI,WASHTENAW COUNTY,"$1,064,155 "
269163,MI,WAYNE COUNTY,"$3,040,726 "
269165,MI,Wexford County,"$54,315 "
270456,MN,BLOOMINGTON,"$71,649 "
270996,MN,COON RAPIDS,"$53,865 "
271266,MN,DULUTH,"$1,373,402 "
271338,MN,EDEN PRAIRIE,"$46,257 "
272922,MN,MANKATO CITY,"$68,877 "
273120,MN,MINNEAPOLIS,"$6,440,737 "
273150,MN,MINNETONKA,"$33,585 "
273198,MN,MOORHEAD,"$51,357 "
273456,MN,NORTH MANKATO CITY,"$15,902 "
273768,MN,PLYMOUTH,"$47,263 "
273930,MN,ROCHESTER,"$103,905 "
274104,MN,ST CLOUD,"$85,658 "
274164,MN,ST PAUL,"$3,859,790 "
275040,MN,WOODBURY CITY,"$31,219 "
279001,MN,Aitkin County,"$34,359 "
279003,MN,Anoka County,"$203,293 "
279005,MN,Becker County,"$66,149 "
279007,MN,Beltrami County,"$117,854 "
279009,MN,Benton County,"$42,630 "
279011,MN,Big Stone County,"$15,603 "
279013,MN,Blue Earth County,"$39,170 "
279015,MN,Brown County,"$49,643 "
279017,MN,Carlton County,"$51,972 "
279019,MN,Carver County,"$83,004 "
279021,MN,Cass County,"$66,266 "
279023,MN,Chippewa County,"$26,757 "
279025,MN,Chisago County,"$56,623 "
279027,MN,Clay County,"$30,689 "
279029,MN,Clearwater County,"$19,884 "
279031,MN,Cook County,"$11,498 "
279033,MN,Cottonwood County,"$27,593 "
279035,MN,Crow Wing County,"$107,543 "
279037,MN,Dakota County,"$307,216 "
279039,MN,Dodge County,"$28,885 "
279041,MN,Douglas County,"$54,434 "
279043,MN,Faribault County,"$39,262 "
279045,MN,Fillmore County,"$54,104 "
279047,MN,Freeborn County,"$63,260 "
279049,MN,Goodhue County,"$74,823 "
279051,MN,Grant County,"$14,250 "
279053,MN,HENNEPIN COUNTY,"$1,169,426 "
279055,MN,Houston County,"$33,691 "
279057,MN,Hubbard County,"$35,194 "
279059,MN,Isanti County,"$48,167 "
279061,MN,Itasca County,"$88,152 "
279063,MN,Jackson County,"$25,503 "
279065,MN,Kanabec County,"$27,662 "
279067,MN,Kandiyohi County,"$79,030 "
279069,MN,Kittson County,"$11,832 "
279071,MN,Koochiching County,"$29,262 "
279073,MN,Lac qui Parle County,"$21,375 "
279075,MN,Lake County,"$19,608 "
279077,MN,Lake of the Woods County,"$7,051 "
279079,MN,Le Sueur County,"$46,092 "
279081,MN,Lincoln County,"$15,465 "
279083,MN,Lyon County,"$46,002 "
279085,MN,McLeod County,"$49,058 "
279087,MN,Mahnomen County,"$15,555 "
279089,MN,Marshall County,"$21,616 "
279091,MN,Martin County,"$48,666 "
279093,MN,Meeker County,"$40,312 "
279095,MN,Mille Lacs County,"$43,016 "
279097,MN,Morrison County,"$62,886 "
279099,MN,Mower County,"$75,060 "
279101,MN,Murray County,"$20,508 "
279103,MN,Nicollet County,"$28,486 "
279105,MN,Nobles County,"$55,300 "
279107,MN,Norman County,"$17,622 "
279109,MN,Olmsted County,"$38,582 "
279111,MN,Otter Tail County,"$115,319 "
279113,MN,Pennington County,"$25,892 "
279115,MN,Pine County,"$58,323 "
279117,MN,Pipestone County,"$21,676 "
279119,MN,Polk County,"$62,501 "
279121,MN,Pope County,"$24,913 "
279123,MN,Ramsey County,"$184,206 "
279125,MN,Red Lake County,"$9,548 "
279127,MN,Redwood County,"$33,063 "
279129,MN,Renville County,"$37,745 "
279131,MN,Rice County,"$89,326 "
279133,MN,Rock County,"$20,289 "
279135,MN,Roseau County,"$24,264 "
279137,MN,ST LOUIS COUNTY,"$1,177,031 "
279139,MN,Scott County,"$117,175 "
279141,MN,Sherburne County,"$74,915 "
279143,MN,Sibley County,"$32,057 "
279145,MN,Stearns County,"$126,025 "
279147,MN,Steele County,"$53,847 "
279149,MN,Stevens County,"$20,461 "
279151,MN,Swift County,"$23,389 "
279153,MN,Todd County,"$54,620 "
279155,MN,Traverse County,"$11,411 "
279157,MN,Wabasha County,"$39,036 "
279159,MN,Wadena County,"$33,018 "
279161,MN,Waseca County,"$32,769 "
279163,MN,Washington County,"$115,348 "
279165,MN,Watonwan County,"$26,744 "
279167,MN,Wilkin County,"$13,609 "
279169,MN,Winona County,"$108,703 "
279171,MN,Wright County,"$126,111 "
279173,MN,Yellow Medicine County,"$26,269 "
280132,MS,BILOXI,"$101,342 "
280612,MS,GULFPORT,"$135,206 "
280630,MS,HATTIESBURG,"$112,529 "
280726,MS,JACKSON,"$1,206,897 "
281002,MS,MOSS POINT,"$30,750 "
281134,MS,PASCAGOULA,"$54,295 "
289001,MS,Adams County,"$119,305 "
289003,MS,Alcorn County,"$82,495 "
289005,MS,Amite County,"$46,479 "
289007,MS,Attala County,"$58,605 "
289009,MS,Benton County,"$21,051 "
289011,MS,Bolivar County,"$122,237 "
289013,MS,Calhoun County,"$32,882 "
289015,MS,Carroll County,"$24,916 "
289017,MS,Chickasaw County,"$43,896 "
289019,MS,Choctaw County,"$24,541 "
289021,MS,Claiborne County,"$30,877 "
289023,MS,Clarke County,"$44,320 "
289025,MS,Clay County,"$50,041 "
289027,MS,Coahoma County,"$92,591 "
289029,MS,Copiah County,"$81,394 "
289031,MS,Covington County,"$45,911 "
289033,MS,DeSoto County,"$150,975 "
289035,MS,Forrest County,"$50,323 "
289037,MS,Franklin County,"$28,666 "
289039,MS,George County,"$37,277 "
289041,MS,Greene County,"$26,776 "
289043,MS,Grenada County,"$48,733 "
289045,MS,Hancock County,"$90,485 "
289047,MS,Harrison County,"$107,057 "
289049,MS,Hinds County,"$98,344 "
289051,MS,Holmes County,"$78,177 "
289053,MS,Humphreys County,"$38,659 "
289055,MS,Issaquena County,"$6,267 "
289057,MS,Itawamba County,"$42,161 "
289059,MS,Jackson County,"$128,167 "
289061,MS,Jasper County,"$42,290 "
289063,MS,Jefferson County,"$28,379 "
289065,MS,Jefferson Davis County,"$39,942 "
289067,MS,Jones County,"$152,177 "
289069,MS,Kemper County,"$24,261 "
289071,MS,Lafayette County,"$72,467 "
289073,MS,Lamar County,"$59,488 "
289075,MS,Lauderdale County,"$195,572 "
289077,MS,Lawrence County,"$27,692 "
289079,MS,Leake County,"$49,806 "
289081,MS,Lee County,"$124,276 "
289083,MS,Leflore County,"$111,365 "
289085,MS,Lincoln County,"$88,000 "
289087,MS,Lowndes County,"$130,997 "
289089,MS,Madison County,"$141,764 "
289091,MS,Marion County,"$69,576 "
